Gender,Year,yrs_lost
Female,2000,537.857842099875
Female,2001,560.3757553224117
Female,2002,580.3988287268626
Female,2003,607.7586970664969
Female,2004,619.4803255929938
Female,2005,617.2118168090678
Female,2006,622.7412460819888
Female,2007,638.698423879207
Female,2008,671.0103155475197
Female,2009,660.4329348033772
Female,2010,671.1370794766135
Female,2011,677.3011306300775
Female,2012,672.7886745776975
Female,2013,683.489108066679
Female,2014,729.3608492887125
Female,2015,793.4861358391237
Female,2016,830.792310607794
Female,2017,862.1655279640299
Female,2018,871.9964563891044
Female,2019,894.9748580336354
Female,2020,949.3441845542538
Female,2021,958.3083298677855
Female,2022,987.8300135552913
Male,2000,576.0530128676126
Male,2001,592.3668463306112
Male,2002,607.9643414518054
Male,2003,633.1426435751466
Male,2004,636.4119714231902
Male,2005,645.6401402870666
Male,2006,657.7161173621782
Male,2007,666.5746540304256
Male,2008,699.746323016177
Male,2009,696.5790591974211
Male,2010,711.2322013027275
Male,2011,716.1883951028705
Male,2012,715.5740083541602
Male,2013,733.7188518261919
Male,2014,765.8779573176353
Male,2015,830.1749749616242
Male,2016,860.4357617079332
Male,2017,887.5925977632791
Male,2018,911.479099124991
Male,2019,928.0995740944388
Male,2020,971.4922867354928
Male,2021,924.3642215854886
Male,2022,975.3146348450998
