age_cat,unadj_excess_deaths_number,unadj_excess_deaths_rate,ratio_unadj_excess_deaths_rate,male_death_rate,female_death_rate,Year,age
1-4 years,136.64915068681012,0.28612843187811354,1.4460544209136839,0.9275937295250174,0.6414652976469039,2000-2005,2
10-14 years,-5.561252443076768,-0.00856103420584714,0.9721326040251071,0.29864507193913353,0.3072061061449807,2000-2005,4
15-19 years,19.115363811979364,0.029779967868126533,1.0741237015687999,0.43154036620016945,0.4017603983320429,2000-2005,5
20-24 years,103.79715058227026,0.16745337321135212,1.2275241172095939,0.9034341354489438,0.7359807622375917,2000-2005,6
25-29 years,300.7037089133345,0.5213999509875085,1.440723059529484,1.7044557038318349,1.1830557528443264,2000-2005,7
30-34 years,1026.4333506012606,1.672160610892985,1.7281907180757243,3.968482947041051,2.2963223361480662,2000-2005,8
35-39 years,2487.5617501102442,3.8463506639745777,1.7036077493894322,9.312962803070992,5.466612139096414,2000-2005,9
40-44 years,6347.564325668514,9.368095039602272,1.8902070806863607,19.891595967475542,10.52350092787327,2000-2005,10
45-49 years,12506.755639915868,19.790646159919913,2.25189686949865,35.59917371686278,15.808527556942867,2000-2005,11
5-9 years,47.58857493635796,0.07810265897765659,1.3413534788460382,0.30690553874231097,0.22880287976465438,2000-2005,3
50-54 years,15837.967530861686,28.46204019165621,2.4212061544797634,48.488719714497726,20.026679522841516,2000-2005,12
55-59 years,12581.641770075212,28.06111316639673,2.056272637193169,54.62727816804201,26.56616500164528,2000-2005,13
60-64 years,9795.82855264708,28.724786169890848,1.763677993457287,66.3385270606678,37.61374089077695,2000-2005,14
65-69 years,7329.165448483989,26.75671618385188,1.4822823742430522,82.2360735330539,55.47935734920202,2000-2005,15
70-74 years,6238.3499317497735,26.75412002023461,1.3235885245940344,109.43356625152359,82.67944623128898,2000-2005,16
75-79 years,5024.001138144704,26.92423647054585,1.215816890062956,151.67923809572807,124.75500162518222,2000-2005,17
80-84 years,2837.9935135161286,23.494033665057998,1.1176370052006463,223.21038673767876,199.71635307262076,2000-2005,18
< 1 year,552.2800757740201,4.5454095285526694,1.4014480462545809,15.867944464169637,11.322534935616968,2000-2005,1
1-4 years,48.71156972766357,0.08458039038914977,1.1559826269746332,0.6268227671822061,0.5422423767930563,2006-2012,2
10-14 years,9.805361865487441,0.013188773922113733,1.0547190583801234,0.25421583675082143,0.2410270628287077,2006-2012,4
15-19 years,87.33053565156138,0.11092923227300816,1.3350240346327102,0.4420375134881777,0.33110828121516955,2006-2012,5
20-24 years,167.8127180575027,0.21724095798837217,1.2897382647883548,0.9670244156447514,0.7497834576563792,2006-2012,6
25-29 years,529.0942096067456,0.7172066670324972,1.5092802586136984,2.1254816883042644,1.4082750212717672,2006-2012,7
30-34 years,1087.2399036510492,1.5625480067078001,1.5968073984220106,4.180726016630695,2.618178009922895,2006-2012,8
35-39 years,2370.6115383425476,3.3376642387821844,1.6801570511928587,8.24486064721255,4.907196408430365,2006-2012,9
40-44 years,5274.309172901937,7.10245340624947,1.7251214408581335,16.8973001809417,9.794846774692228,2006-2012,10
45-49 years,11535.98956735641,14.807679590169382,1.874733124171784,31.735905103739146,16.928225513569764,2006-2012,11
5-9 years,4.32060317763208,0.006018782915161225,1.0274011904199472,0.22567284987057942,0.2196540669554182,2006-2012,3
50-54 years,19916.33786454239,26.6006109362456,2.118351154794965,50.3861731205333,23.7855621842877,2006-2012,12
55-59 years,22879.050126856244,34.810843332340966,2.189204726750383,64.08321548937481,29.272372157033846,2006-2012,13
60-64 years,17209.205543437427,32.00669985170864,1.8607273412170566,69.1923431083195,37.18564325661087,2006-2012,14
65-69 years,10920.555427411738,27.471920515126996,1.5483460531151214,77.57152524294558,50.09960472781859,2006-2012,15
70-74 years,6346.589888704122,21.63215525407537,1.2890277509408252,96.47671666265887,74.8445614085835,2006-2012,16
75-79 years,4588.631496678765,20.497640378362433,1.18132319127798,133.54242099298472,113.04478061462228,2006-2012,17
80-84 years,3698.4216783306983,23.23273961751073,1.1350154642217456,195.30739603874815,172.07465642123742,2006-2012,18
< 1 year,400.85098426505465,2.780670556278106,1.3515777137312741,10.689791207775064,7.909120651496958,2006-2012,1
1-4 years,66.06450295124907,0.1159209217567091,1.3631204686436016,0.4351563594882133,0.3192354377315042,2013-2019,2
10-14 years,37.55258622320446,0.05072957577555276,1.2385087523663023,0.2634243941931267,0.21269481841757393,2013-2019,4
15-19 years,53.132964178303354,0.07032734444401478,1.2169870027625642,0.3944359018628652,0.3241085574188504,2013-2019,5
20-24 years,204.04233821098785,0.2544398753281193,1.4009023805512009,0.8891077837059389,0.6346679083778196,2013-2019,6
25-29 years,656.5068842950932,0.8096249427365538,1.4697746821915083,2.53305741670394,1.7234324739673863,2013-2019,7
30-34 years,1527.5730545705146,1.9842720860815626,1.5015956980557572,5.9401913528791654,3.955919266797603,2013-2019,8
35-39 years,2539.030891166479,3.498922149635102,1.5205098340144352,10.221027902469096,6.722105752833994,2013-2019,9
40-44 years,4253.895306123135,6.090608152917966,1.5699136709072146,16.777504193194837,10.68689604027687,2013-2019,10
45-49 years,8472.664912005113,11.720060427171966,1.6752023158921694,29.077910291306132,17.357849864134167,2013-2019,11
5-9 years,8.514779213832185,0.01168274934810859,1.065254740441339,0.19071570954524306,0.17903296019713447,2013-2019,3
50-54 years,15813.300012778702,21.161547117517813,1.7840126537726075,48.15288075950701,26.9913336419892,2013-2019,12
55-59 years,23699.791278103145,32.018230284547904,1.901880015069475,67.51988211135041,35.50165182680251,2013-2019,13
60-64 years,24636.1965367282,37.82698529551122,1.8768327176054989,80.96746641123778,43.14048111572656,2013-2019,14
65-69 years,17862.00315270397,33.16385056393106,1.6200362783773539,86.65080240926736,53.4869518453363,2013-2019,15
70-74 years,9937.88029813223,25.227471494129915,1.3371273472881158,100.05815994780201,74.8306884536721,2013-2019,16
75-79 years,6157.809454059599,23.15102864563984,1.2171133236019034,129.78211079925893,106.63108215361909,2013-2019,17
80-84 years,4175.700387264074,24.002346071550136,1.149135887147859,184.9451381156496,160.94279204409946,2013-2019,18
< 1 year,171.80501703410403,1.2255182908906281,1.3186324473738116,5.071699999600542,3.8461817087099135,2013-2019,1
1-4 years,-0.07695097566187314,-3.295814024985577e-4,0.9991820422020077,0.40260245654313365,0.4029320379456322,2020-2022,2
10-14 years,31.025396888668368,0.0960983571484938,1.4775003678823166,0.2973513060722482,0.2012529489237544,2020-2022,4
15-19 years,46.369446929511724,0.1413719201148932,1.4389776024231262,0.4634200595519167,0.3220481394370235,2020-2022,5
20-24 years,193.0217897007241,0.5743316358663003,1.8009927099259564,1.2913564336567713,0.717024797790471,2020-2022,6
25-29 years,572.2258702043526,1.6535010078744143,1.6114999891366033,4.3575092454036515,2.704008237529237,2020-2022,7
30-34 years,1375.5326491514625,3.921088559428715,1.6010715637439312,10.444585586979295,6.52349702755058,2020-2022,8
35-39 years,2402.1475713588625,7.169793383125601,1.6280366670805853,18.585995269003107,11.416201885877506,2020-2022,9
40-44 years,3129.544756206208,9.92877480926828,1.612021540621587,26.151692060161647,16.222917250893367,2020-2022,10
45-49 years,4109.31486899516,13.885799382621478,1.6199291092850916,36.28481109967848,22.399011717057,2020-2022,11
5-9 years,15.867806271157626,0.05126111960768431,1.3296713704875067,0.20675269150815334,0.15549157190046903,2020-2022,3
50-54 years,6496.25978808921,21.008108230147712,1.652317426688126,53.213453926349274,32.20534569620156,2020-2022,12
55-59 years,10067.164091142666,31.94311727360138,1.7339810827454964,75.46347225893207,43.52035498533069,2020-2022,13
60-64 years,11180.701690677499,36.5278017464535,1.6677717546519608,91.22883019215587,54.70102844570237,2020-2022,14
65-69 years,9452.13662172087,36.33695084922121,1.5576197749214862,101.50133791626438,65.16438706704317,2020-2022,15
70-74 years,5766.8786440198855,27.52577257438827,1.3220079047649227,113.00743984737983,85.48166727299156,2020-2022,16
75-79 years,3679.987542391107,26.559223243953852,1.2265581924532263,143.7883684642799,117.22914522032605,2020-2022,17
80-84 years,2116.603293532213,25.591109376760983,1.1502586742115797,195.90480015727516,170.31369078051418,2020-2022,18
< 1 year,75.28807289837482,1.341433207216999,1.3732455188950907,4.935403233134551,3.5939700259175518,2020-2022,1
