Gender	Year	AA_rate	Deaths	Population	Crude Rate
F	2000	508.277991849435	782277	140355754	557.352996016109
F	2001	502.180623210228	784915	142026033	552.65572333489
F	2002	498.201660351534	788878	143317188	550.442002811275
F	2003	491.075920448363	786613	144551061	544.176566092448
F	2004	475.771612645702	770752	145810702	528.597688254735
F	2005	473.781836601218	775913	147070066	527.580507103329
F	2006	462.273509404782	763859	148385108	514.781442892504
F	2007	451.792366422681	754918	149720044	504.219728922869
F	2008	450.492105116291	762272	151070989	504.578678570774
F	2009	438.614759536281	749310	152332121	491.892317313694
F	2010	432.369361384856	746356	153260458	486.985364483251
F	2011	430.637677783486	755325	154457950	489.016589952152
F	2012	425.431207833609	758306	155498676	487.660743812378
F	2013	424.842955146208	770186	156478230	492.200097099769
F	2014	422.716673901343	780683	157867207	494.518788819771
F	2015	426.140479390844	801186	159076660	503.647738140844
F	2016	425.017585747047	812869	159893102	508.382781891366
F	2017	424.048434326966	831185	161122046	515.872917850112
F	2018	417.549192228457	837739	161819945	517.698235529619
F	2019	412.008001564907	845390	162353729	520.7087051262
F	2020	475.562976471785	995923	162984194	611.054959108489
F	2021	508.503647790311	1059375	163709190	647.107837990036
F	2022	464.30106317811	995901	163801963	607.99088225823
M	2000	799.381773843277	962547	136826565	703.47962035004
M	2001	782.773562525882	965557	138630428	696.497164388759
M	2002	773.906401769528	973076	139939197	695.356283915221
M	2003	759.925788292121	973481	141090696	689.968245673691
M	2004	731.7166221337	954744	142448713	670.23701365417
M	2005	728.6288664337	968680	143753234	673.849187977225
M	2006	709.606434843274	960193	145128875	661.61403097764
M	2007	692.374601495642	954946	146471618	651.966580993186
M	2008	686.457223692937	964874	147827137	652.704246041104
M	2009	666.4018766737	954420	149072107	640.240497841759
M	2010	658.015713231633	956479	149991647	637.688177395639
M	2011	650.690191219708	969454	151396794	640.33984761923
M	2012	642.700651504578	979519	152528034	642.189487605931
M	2013	642.460774338607	1001477	153609820	651.961573810841
M	2014	639.019085208216	1019346	154827618	658.374786854888
M	2015	645.277140717424	1051605	156054999	673.868191816143
M	2016	647.954024210637	1076780	156854080	686.48517144087
M	2017	648.335641131928	1104154	158128450	698.26397463581
M	2018	642.464751493645	1121042	158802986	705.932569806968
M	2019	637.524597900051	1135555	159280836	712.926318392754
M	2020	757.812655249105	1374885	159841509	860.155167829403
M	2021	794.993230738224	1463983	162208799	902.52995461732
M	2022	718.497545716012	1350562	162999726	828.567036977719
